,,,,,,,,,,,DESCRIPTION,,,,STAPLES ITEM ID,,QTY. ,STAPLES PRICE
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP CE410XC TONER BLACK,Ink and Toner,OEM Toner,EA,426038,A8237-H012437, 1 ,$69.58 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP CE411AC TONER CYAN,Ink and Toner,OEM Toner,EA,1009702,A8237-H012437, 4 ,$63.50 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP CE412AC TONER YELLOW,Ink and Toner,OEM Toner,EA,1009720,A8237-H012437, 4 ,$63.50 
DET,70107014,A77119,SPECIALTY SURG CENTER OF WESTLAKE,SA-WESTLAKE,SPECIALTY SURG CENTER OF WESTLAKE,696 HAMPSHIRE RD,WESTLAKE VILLAGE,CA,91361,6/6/2014,HP CE413AC TONER MAGENTA,Ink and Toner,OEM Toner,EA,1009722,A8237-H012437, 3 ,$63.50 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,BROTHER TN460 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,392467,A8247-H012447, 3 ,$61.27 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,BROTHER TN660 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,1005409,A8247-H012447, 8 ,$48.31 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 202X HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,2792952,A8247-H012447, 7 ,$91.31 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 202X HI-YIELD CYAN,Ink and Toner,OEM Toner,EA,2792953,A8247-H012447, 2 ,$96.96 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 202X HI-YIELD MAGENTA,Ink and Toner,OEM Toner,EA,2792950,A8247-H012447, 1 ,$96.96 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 202X HI-YIELD YELLOW,Ink and Toner,OEM Toner,EA,2792951,A8247-H012447, 1 ,$96.96 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 206X HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,24422202,A8247-H012447, 4 ,$95.89 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 206X HY MAGENTA TONER CART,Ink and Toner,OEM Toner,EA,24422210,A8247-H012447, 1 ,$101.65 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 206X HY YELLOW TONER CART,Ink and Toner,OEM Toner,EA,24422207,A8247-H012447, 5 ,$101.65 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 48A BLACK,Ink and Toner,OEM Toner,EA,24316180,A8247-H012447, 14 ,$44.99 
DET,70107014,A77142,VILLAGE SURGICENTER OF ERIE,SA-ERIE,VILLAGE SURGICENTER OF ERIE,5473 VILLAGE COMMON DR,ERIE,PA,16506,6/6/2014,HP 58X CONTRACT ONLY HYBLK TNR,Ink and Toner,OEM Toner,EA,24398982,A8247-H012447, 14 ,$208.67 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,NEOSPINE KIRKLD,NEOSPINE KIRKLAND,12707 120TH AVE NE,KIRKLAND,WA,98034,1/24/2022,HP 58X CONTRACT ONLY HYBLK TNR,Ink and Toner,OEM Toner,EA,24398982,A8250-H091745, 14 ,$208.67 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,NEOSPINE KIRKLD,NEOSPINE KIRKLAND,12707 120TH AVE NE,KIRKLAND,WA,98034,1/24/2022,HP 58X CONTRACT ONLY HYBLK TNR,Ink and Toner,OEM Toner,EA,24398983,A8250-H091745, 12 ,$208.67 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,NEOSPINE KIRKLD,NEOSPINE KIRKLAND,12707 120TH AVE NE,KIRKLAND,WA,98034,1/24/2022,HP CF226XC BLK CONTRACT TONER,Ink and Toner,OEM Toner,EA,1847330,A8250-H091745, 18 ,$120.39 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-HARBORSPINE,MICROSURGICAL SPINE CENTER,4700 PT FOSDICK DR NW,GIG HARBOR,WA,98335,7/12/2018,BROTHER TN850 HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,1868096,A8250-H012450, 19 ,$84.66 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-HARBORSPINE,MICROSURGICAL SPINE CENTER,4700 PT FOSDICK DR NW,GIG HARBOR,WA,98335,7/12/2018,HP CF230XC BLACK CONTRACT TNR,Ink and Toner,OEM Toner,EA,2447340,A8250-H012450, 28 ,$70.22 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,BROTHER DR431CL DRUM UNIT,Ink and Toner,OEM Toner,EA,2706949,A8250-H012450, 41 ,$139.04 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,BROTHER TN436M HI-YIELD MAGENT,Ink and Toner,OEM Toner,EA,2706118,A8250-H012450, 75 ,$171.48 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,BROTHER TN436Y HI-YIELD YELLOW,Ink and Toner,OEM Toner,EA,2706117,A8250-H012450, 25 ,$171.48 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,HP 58X CONTRACT ONLY HYBLK TNR,Ink and Toner,OEM Toner,EA,24398982,A8250-H012450, 10 ,$208.67 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,HP 80X HI-YIELD BLACK 2PK,Ink and Toner,OEM Toner,PK,958273,A8250-H012450, 10 ,$281.40 
DET,70107014,A77195,MICROSURGICAL SPINE CENTER,SA-MICROSURGICL,MICROSURGICAL SPINE CENTER,1519 3RD ST SE,PUYALLUP,WA,98372,6/6/2014,HP CF280XC TONER BLACK,Ink and Toner,OEM Toner,EA,665698,A8250-H012450, 10 ,$70.88 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP 414X CONTRACT HY BLK LJ TNR,Ink and Toner,OEM Toner,EA,24398989,A8215-H012415, 10 ,$161.67 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP 83A BLACK,Ink and Toner,OEM Toner,EA,308826,A8215-H012415, 10 ,$46.38 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP CE285AC BLACK TONER CART,Ink and Toner,OEM Toner,EA,126090,A8215-H012415, 22 ,$25.46 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP CE285AC BLACK TONER CART,Ink and Toner,OEM Toner,EA,853301,A8215-H012415, 22 ,$25.46 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP CF217AC BLACK CONTRACT TONR,Ink and Toner,OEM Toner,EA,2436551,A8215-H012415, 10 ,$56.49 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP CF226XC BLK CONTRACT TONER,Ink and Toner,OEM Toner,EA,1938253,A8215-H012415, 10 ,$156.92 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,HP CF410XC WHT BX TONER BLACK,Ink and Toner,OEM Toner,EA,1878688,A8215-H012415, 41 ,$132.33 
DET,70107014,A77216,CYPRESS SURGERY CENTER,SA-CYPRESS,CYPRESS SURGERY CENTER,9300 E 29TH,WICHITA,KS,67226,6/6/2014,XEROX 3330/35/45 HY BLACK TONR,Ink and Toner,OEM Toner,EA,2496407,A8215-H012415, 10 ,$292.89 
DET,70107014,A77259,COOL SPRINGS SURGERY CENTER,SA-COOL SPRINGS,COOL SPRINGS SURGERY CENTER,2009 MALLORY LN,FRANKLIN,TN,37067,6/6/2014,BROTHER TN315BK HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,889862,A8257-H012457, 13 ,$74.91 
DET,70107014,A77259,COOL SPRINGS SURGERY CENTER,SA-COOL SPRINGS,COOL SPRINGS SURGERY CENTER,2009 MALLORY LN,FRANKLIN,TN,37067,6/6/2014,BROTHER TN430 BLACK,Ink and Toner,OEM Toner,EA,392466,A8257-H012457, 23 ,$43.46 
DET,70107014,A77259,COOL SPRINGS SURGERY CENTER,SA-COOL SPRINGS,COOL SPRINGS SURGERY CENTER,2009 MALLORY LN,FRANKLIN,TN,37067,6/6/2014,HP 206X HI-YIELD BLACK,Ink and Toner,OEM Toner,EA,24422202,A8257-H012457, 23 ,$95.89 
DET,70109106,392081,ADVANCED SURGERY CENTER,A1301,ADVANCED SURGERY CENTER,111 S 10TH ST,OMAHA,NE,68102,2/1/2013,HP 58A BLACK,Ink and Toner,OEM Toner,EA,24398981,M8801-H004013, 14 ,$99.63 
DET,70109106,392081,ADVANCED SURGERY CENTER,HIGH RIDGE,ADVANCED SURG CTR % MICHELE WELLS,3125 S JEWEL DR,HIGH RIDGE,MO,63049,3/4/2015,HP 414X CONTRACT HY BLK LJ TNR,Ink and Toner,OEM Toner,EA,24398989,M8801-H004013, 14 ,$161.67 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,HP 63 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1611435,A8243-H012443, 4 ,$135.52 
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,HP 67 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,24430096,A8243-H012443, 1 ,"$14,932.00 "
DAL,10002879,'@B14045,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL,"TEXARKANA SURGERY CENTER, LP",5404 SUMMERHILL RD,TEXARKANA,TX,75503,1/25/2012,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,A8243-H012443, 4 ,$99.78 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,DALTON AVE,PREMIER URGENT CARE,315 W DALTON AVE  STE A,COEUR D' ALENE,ID,83815,10/30/2012,SPLS REMAN HP 97 COLOR,Ink and Toner,Other Ink and Toner,EA,651563,M8993-H054389, 4 ,$48.88 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,DALTON AVE,PREMIER URGENT CARE,315 W DALTON AVE  STE A,COEUR D' ALENE,ID,83815,10/30/2012,STP REMAN HP 96 BLACK INK,Ink and Toner,Other Ink and Toner,EA,651561,M8993-H054389, 3 ,$38.92 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,EAST POLSTON,NORTHWEST SPECIALITY HOSPITAL,1593 E POLSTON AVE,POST FALLS,ID,83854,10/25/2012,HP 19A IMAGING DRUM (CF219A),Ink and Toner,Other Ink and Toner,EA,2434241,M8993-H053426, 3 ,$274.84 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,TAMARACK BLDG,NORTHWEST SPECIALITY HOSPITAL,1551 E MULLAN AVE,POST FALLS,ID,83854,9/18/2015,BROTHER DR820 DRUM,Ink and Toner,Other Ink and Toner,EA,1742327,M8993-H054391, 8 ,$113.90 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,TAMARACK BLDG2,NORTHWEST SPECIALTY HOSPITAL,1551 E MULLAN AVE,POST FALLS,ID,83854,12/12/2019,HP 950 XL BLACK,Ink and Toner,Other Ink and Toner,EA,364837,M8993-H054391, 7 ,$35.01 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,TAMARACK BLDG2,NORTHWEST SPECIALTY HOSPITAL,1551 E MULLAN AVE,POST FALLS,ID,83854,12/12/2019,HP 950 XL BLACK/951 CMY 4PK,Ink and Toner,Other Ink and Toner,PK,108230,M8993-H054391, 2 ,$93.33 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,TAMARACK BLDG2,NORTHWEST SPECIALTY HOSPITAL,1551 E MULLAN AVE,POST FALLS,ID,83854,12/12/2019,HP 951 XL CYAN,Ink and Toner,Other Ink and Toner,EA,364831,M8993-H054391, 1 ,$28.82 
LA,10031791,'@B24545,NORTHWEST SPECIALITY HOSPITAL,TAMARACK BLDG2,NORTHWEST SPECIALTY HOSPITAL,1551 E MULLAN AVE,POST FALLS,ID,83854,12/12/2019,HP 951 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,364832,M8993-H054391, 1 ,$28.82 
DET,1825749,1055304,ST LOUIS WOMENS SURGERY CENTER,BALLWIN,ST LOUIS WOMENS SURGERY CENTER,884 WOODS MILL RD,BALLWIN,MO,63011,6/16/2015,HP 952 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2030289,J5292-H021873, 4 ,"$1,596.48 "
DET,1825749,1055304,ST LOUIS WOMENS SURGERY CENTER,BALLWIN,ST LOUIS WOMENS SURGERY CENTER,884 WOODS MILL RD,BALLWIN,MO,63011,6/16/2015,HP 962 XL BLACK,Ink and Toner,Other Ink and Toner,EA,24388083,J5292-H021873, 1 ,$42.29 
DET,1825749,1055304,ST LOUIS WOMENS SURGERY CENTER,BALLWIN,ST LOUIS WOMENS SURGERY CENTER,884 WOODS MILL RD,BALLWIN,MO,63011,6/16/2015,HP 962 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,24388084,J5292-H021873, 5 ,$97.75 
DET,1826848,1056695,SURGERY PARTNERS,SAN ANTONIO2,SURGERY PARTNERS,12838 VISTA DEL NORTE,SAN ANTONIO,TX,78216,6/10/2019,SAMSUNG CLT-W406 WSTE TNER BOT,Ink and Toner,Other Ink and Toner,EA,951504,A8201-H012401, 14 ,$37.96 
PHL,1826856,1009201,SURGERY PARTNERS,BETHLEHEM,CENTER FOR SPECIALIZED SURGERY,2851 BAGLYOS CIR,BETHLEHEM,PA,18020,8/10/2015,HP 95 CMY,Ink and Toner,Other Ink and Toner,EA,572430,K0747-H030006, 14 ,$33.25 
PHL,1826856,1009201,SURGERY PARTNERS,BETHLEHEM,CENTER FOR SPECIALIZED SURGERY,2851 BAGLYOS CIR,BETHLEHEM,PA,18020,8/10/2015,STP REMAN HP 96 BLACK INK,Ink and Toner,Other Ink and Toner,EA,651561,K0747-H030006, 14 ,$38.92 
PHL,1827516,1009260,PHYSICIANS SURGICAL CENTER,LEBANON,PHYSICIANS SURGICAL CENTER,1840 QUENTIN RD,LEBANON,PA,17042,9/9/2015,HP 62 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,1789476,K0746-H030005, 12 ,$55.53 
LA,1837803,1043854,SPECIALTY SURGICAL CENTER,SUITE 203,SPECIALTY SURGICAL CENTER,9001 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,10/18/2017,BROTHER DR630 DRUM,Ink and Toner,Other Ink and Toner,EA,1005400,A8232-H012432, 18 ,$75.61 
CHI,55000085,VLYAMBU,VALLEY AMBULATORY SURGERY CENTER,ST CHARLES,VALLEY AMBULATORY SURGERY CENTER,2475 DEAN ST,SAINT CHARLES,IL,60175,12/5/2006,DR400 DRUM FOR MFC8300,Ink and Toner,Other Ink and Toner,EA,392480,A8245-H012445, 19 ,"$1,060.74 "
LA,70106425,1064815,GREAT FALLS CLINIC HOSPITAL,HOSPITAL,GREAT FALLS HOSPITAL,3010 15TH AVE S,GREAT FALLS,MT,59405,9/18/2020,HP 62 CMY,Ink and Toner,Other Ink and Toner,EA,1182802,J3202-H018839, 28 ,$80.60 
LA,70106425,1064815,GREAT FALLS CLINIC HOSPITAL,HOSPITAL,GREAT FALLS HOSPITAL,3010 15TH AVE S,GREAT FALLS,MT,59405,9/18/2020,HP 65 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1990396,J3202-H018839, 41 ,$106.84 
LA,70106425,1064815,GREAT FALLS CLINIC HOSPITAL,HOSPITAL,GREAT FALLS HOSPITAL,3010 15TH AVE S,GREAT FALLS,MT,59405,9/18/2020,HP 65 XL BLACK/CMY 2PK,Ink and Toner,Other Ink and Toner,PK,24495429,J3202-H018839, 75 ,$422.37 
LA,70106425,1064815,GREAT FALLS CLINIC HOSPITAL,HOSPITAL,GREAT FALLS HOSPITAL,3010 15TH AVE S,GREAT FALLS,MT,59405,9/18/2020,HP 910 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,24388284,J3202-H018839, 25 ,$289.48 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 564 XL BLACK,Ink and Toner,Other Ink and Toner,EA,917829,J3202-H018841, 10 ,$24.19 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 564 XL CYAN,Ink and Toner,Other Ink and Toner,EA,743488,J3202-H018841, 7 ,$21.51 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 564 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,743482,J3202-H018841, 7 ,$21.51 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 934 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1182794,J3202-H018841, 7 ,$31.53 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 952 XL BLACK,Ink and Toner,Other Ink and Toner,EA,2002713,J3202-H018841, 7 ,$41.41 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 952 XL CYAN,Ink and Toner,Other Ink and Toner,EA,2002712,J3202-H018841, 7 ,$32.00 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 952 XL MAGENTA,Ink and Toner,Other Ink and Toner,EA,2002711,J3202-H018841, 7 ,$32.00 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,HP 952 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,2002710,J3202-H018841, 7 ,$32.00 
LA,70106425,375039,GREAT FALLS CLINIC,0000,GREAT FALLS CLINIC,3000 15TH AVE S,GREAT FALLS,MT,59405,10/26/2012,STAPLES SIC-R240X241X INK,Ink and Toner,Other Ink and Toner,PK,1004296,J3202-H018841, 10 ,$31.01 
LA,70106433,376238,MOUNTAIN VIEW HOSPITAL,1,MOUNTAIN VIEW HOSPITAL,5370 HEYREND DR,IDAHO FALLS,ID,83402,10/26/2012,HP 62 XL CMY,Ink and Toner,Other Ink and Toner,EA,1182801,A9586-H026742, 12 ,$160.00 
LA,70106433,376238,MOUNTAIN VIEW HOSPITAL,850ENERGYDR,MVH BUSINESS OFFICE,850 ENERGY DR,IDAHO FALLS,ID,83401,5/20/2020,CANON PGI2200 BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,1244239,A9586-H013887, 15 ,$403.16 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,CANON PGI250/PGI251 COMBO 5PK,Ink and Toner,Other Ink and Toner,PK,064690,A8260-H012460, 16 ,$267.32 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 932 XL BLACK,Ink and Toner,Other Ink and Toner,EA,423882,A8260-H012460, 19 ,$118.96 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 933 XL CYAN,Ink and Toner,Other Ink and Toner,EA,423881,A8260-H012460, 6 ,$16.65 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 933 XL MAGENTA,Ink and Toner,Other Ink and Toner,EA,423880,A8260-H012460, 16 ,$16.65 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 933 XL YELLOW,Ink and Toner,Other Ink and Toner,EA,423890,A8260-H012460, 11 ,$16.65 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 97 CMY,Ink and Toner,Other Ink and Toner,EA,573985,A8260-H012460, 14 ,$725.76 
DET,70107014,1042339,OXFORD SURGERY CENTER,OXFORD,OXFORD SURGERY CENTER,499 AZALEA DR,OXFORD,MS,38655,3/18/2013,HP 98 BLACK,Ink and Toner,Other Ink and Toner,EA,617545,A8260-H012460, 60 ,$111.36 
DET,70107014,1051613,WILMINGTON SURGCARE,WILMINGTON,WILMINGTON SURGCARE,1801 S 17TH ST,WILMINGTON,NC,28401,8/25/2014,HP 902 XL BLACK/CMY 4PK,Ink and Toner,Other Ink and Toner,PK,2145184,A8249-H012449, 5 ,$271.08 
DET,70107014,1054438,SPECIALTY SURGERY CTR WILSHIRE,SPECIALTYSURGER,SPECIALTY SURGERY CTR WILSHIRE,8670 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,4/21/2015,HP LJ 110V M607/M608 MAINT KIT,Ink and Toner,Other Ink and Toner,EA,2786273,A8234-H012434, 22 ,$371.51 
DET,70107014,1084527,SOUTH TEXAS SURGICAL HOSPITAL,STEXSURGHOSP,SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DR,CORPUS CHRISTI,TX,78414,6/29/2018,HP 65 XL BLACK,Ink and Toner,Other Ink and Toner,EA,1990396,M9000-H053433, 66 ,$240.39 
DET,70107014,1084527,SOUTH TEXAS SURGICAL HOSPITAL,STEXSURGHOSP,SOUTH TEXAS SURGICAL HOSPITAL,6130 PARKWAY DR,CORPUS CHRISTI,TX,78414,6/29/2018,HP 65 XL CMY,Ink and Toner,Other Ink and Toner,EA,1990400,M9000-H053433, 2 ,$124.24 
DET,70107014,1084532,OAKLEAF SURGICAL HOSPITAL,OAKLEAFSURGHOSP,SURGERY PARTNERS,1000 OAK LEAF WAY,ALTOONA,WI,54720,6/29/2018,EPSON PM-400 COLOR CARTRIDGE,Ink and Toner,Other Ink and Toner,EA,2467281,M9002-H053435, 55 ,$125.36 
DET,70107014,1084830,NOVAMED SURGERY CENTER OF MADISON,NOVAMEDMADISON,NOVAMED SURGERY CENTER OF MADISON,1200 JOHN Q HAMMONS DR,MADISON,WI,53717,7/20/2018,HP 933 CMY 3PK,Ink and Toner,Other Ink and Toner,PK,1981035,K0752-H030324, 10 ,$35.76 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 910 BLK-CMY INK 4PK,Ink and Toner,Other Ink and Toner,PK,24471851,A8201-H012401, 22 ,$52.69 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 910 XL BLACK,Ink and Toner,Other Ink and Toner,EA,24395762,A8201-H012401, 66 ,$616.48 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 910 XL CYAN,Ink and Toner,Other Ink and Toner,EA,24395763,A8201-H012401, 14 ,$86.44 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 972 BLACK,Ink and Toner,Other Ink and Toner,EA,1989919,A8201-H012401, 14 ,$65.89 
DET,70107014,1085754,NOVAMED SURGERY CTR OF ST PETERS,5200 EXECUTIVE,SURGERY PARTNERS,5200 EXECUTIVE CENTRE PKWY,SAINT PETERS,MO,63376,4/29/2022,HP 972 CYAN,Ink and Toner,Other Ink and Toner,EA,1989914,A8201-H012401, 14 ,$75.30 
